,title,season,rank,critic_meta_score,review_content,review_source,author,review_date,summary,meta_score,user_score,release_date,link,critics_reviews_link,reviews_new,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
14,The Larry Sanders Show,4.0,2,100.0,The smartest and funniest sitcom on television. [19 Jul 1995],Baltimore Sun,David Zurawik,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,The smartest and funniest sitcom on television. [19 Jul 1995],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,The Larry Sanders Show,4.0,2,100.0,"This twisted comedy of Tinseltown manners - so wicked insidey and sharply observed - shines through brilliantly here. ""Larry Sanders"" is arch TV about craven TV with no pretensions - if such a thing is possible, and it obviously is. [18 Jul 1995]",Boston Herald,Monica Collins,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"This twisted comedy of Tinseltown manners - so wicked insidey and sharply observed - shines through brilliantly here. ""Larry Sanders"" is arch TV about craven TV with no pretensions - if such a thing is possible, and it obviously is. [18 Jul 1995]",0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,
16,The Larry Sanders Show,4.0,2,100.0,"If you think Garry Shandling must be running out of ways to deconstruct show business, you're wrong. This will probably prove the most fearless half hour of comedy all year.",Entertainment Weekly,Ken Tucker,11-Jun-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"If you think Garry Shandling must be running out of ways to deconstruct show business, you're wrong. This will probably prove the most fearless half hour of comedy all year.",0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,
17,The Larry Sanders Show,4.0,2,100.0,Hasn't lost one whit of its wit between seasons. [19 Jul 1995],New York Daily News,David Bianculli,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,Hasn't lost one whit of its wit between seasons. [19 Jul 1995],0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,
18,The Larry Sanders Show,4.0,2,100.0,"It's mean. It's nasty. It's dirty. It's sick. It's addictive. It's ""The Larry Sanders Show,"" the funniest comedy series on television. [19 Jul 1995]",Chicago Sun-Times,Lon Grahnke,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"It's mean. It's nasty. It's dirty. It's sick. It's addictive. It's ""The Larry Sanders Show,"" the funniest comedy series on television. [19 Jul 1995]",0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.0,
19,The Larry Sanders Show,4.0,2,100.0,"The globe's smartest, funniest, greatest comedy series. [19 Jul 1995]",Los Angeles Times,Howard Rosenberg,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"The globe's smartest, funniest, greatest comedy series. [19 Jul 1995]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,The Larry Sanders Show,4.0,2,90.0,Remains one of TV's best sitcoms. [19 Jul 1995],Orlando Sentinel,Hal Boedeker,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,Remains one of TV's best sitcoms. [19 Jul 1995],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,The Larry Sanders Show,4.0,2,90.0,As cheerfully goofy and bizarrely on target as ever. [19 Jul 1995],The New York Times,John J. O'Connor,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,As cheerfully goofy and bizarrely on target as ever. [19 Jul 1995],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,The Larry Sanders Show,4.0,2,100.0,"Probably the best comedy series on television. ... ""The Larry Sanders Show"" offers the sharpest of television's multitudinous media jokes while always remaining grounded as a comedy rooted in character. [16 Jul 1995]",Newsday,Terry Kelleher,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"Probably the best comedy series on television. ... ""The Larry Sanders Show"" offers the sharpest of television's multitudinous media jokes while always remaining grounded as a comedy rooted in character. [16 Jul 1995]",0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,
23,The Larry Sanders Show,4.0,2,,"Bitterly, brutally, blatantly hilarious. [19 Jul 1995]",,,,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"Bitterly, brutally, blatantly hilarious. [19 Jul 1995]",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,
24,The Larry Sanders Show,4.0,2,100.0,"Filled with a terrific ensemble cast breathing life into characters that stay just this side of being caricatures, stinging Hollywood putdowns that cut to the funny bone and some of the sauciest true-to-life dialogue imaginable, 'Sanders' is the definition of sophisticated adult humor in the '90s. [16 Jul 1995]",Houston Chronicle,Mike McDaniel,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"Filled with a terrific ensemble cast breathing life into characters that stay just this side of being caricatures, stinging Hollywood putdowns that cut to the funny bone and some of the sauciest true-to-life dialogue imaginable, 'Sanders' is the definition of sophisticated adult humor in the '90s. [16 Jul 1995]",0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,
25,The Larry Sanders Show,4.0,2,100.0,"When it's supposed to be funny it is funny. When it could be trite, it's still funny. When it might be poignant ... it's very funny. [19 Jul 1995]",Variety,Jonathan Taylor,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"When it's supposed to be funny it is funny. When it could be trite, it's still funny. When it might be poignant ... it's very funny. [19 Jul 1995]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,The Larry Sanders Show,4.0,2,100.0,"""The Larry Sanders Show"" brilliantly exploits the medium as it mocks it. [19 Jul 1995]",Boston Globe,Michael Blowen,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"""The Larry Sanders Show"" brilliantly exploits the medium as it mocks it. [19 Jul 1995]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,The Larry Sanders Show,4.0,2,100.0,"The writing is bitingly crisp, profane and bull's-eye funny. [18 Jul 1995]",San Diego Union-Tribune,John Freeman,17-Jul-13,"Comic Garry Shandling draws upon his own talk show experiences to create the character of Larry Sanders, a paranoid, insecure host of a late night talk show. Larry, along with his obsequious TV sidekick Hank Kingsley and his fiercely protective producer Artie, allows Garry Shandling and his talented writers to look behind the scenes and to show us a convincing slice of behind the camera life.",99,5.8,19-Jul-95,https://www.metacritic.com/tv/the-larry-sanders-show/season-4,https://www.metacritic.com/tv/the-larry-sanders-show/season-4/critic-reviews,"The writing is bitingly crisp, profane and bull's-eye funny. [18 Jul 1995]",0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,
28,Murder One,1.0,3,100.0,"Steven Bochco's daring legal serial is the most exciting and innovative new drama since ""ER."" It's a fictional variation of the O. J. Simpson trial.",Chicago Sun-Times,Lon Grahnke,29-Jan-14,"One of several crime and law dramas created by Steven Bochco (Hill Street Blues, NYPD Blue, L.A. Law), Murder One boasted a then-unique concept: it would tell a single story -- that of a major murder trial -- over the course of an entire season. In the first season, Daniel Benzali portrayed the lead defense attorney, Patricia Clarkson played his wife, and Jason Gedrick the accused man he represented. Audiences at the time seemed deterred by the serialization, with low ratings leading to major cast and format changes in season two.",99,6.4,19-Sep-95,https://www.metacritic.com/tv/murder-one/season-1,https://www.metacritic.com/tv/murder-one/season-1/critic-reviews,"Steven Bochco's daring legal serial is the most exciting and innovative new drama since ""ER."" It's a fictional variation of the O. J. Simpson trial.",0.0,0.0,0.0,0.125,0.125,0.375,0.0,0.0,0.0,0.125,0.25
29,Murder One,1.0,3,100.0,"If its premiere epitomizes what's ahead, Steven Bochco's intense legal drama Murder One will be the best new series of the fall season. Period. Case closed. Jury dismissed with thanks...With ""Hill Street Blues,"" ""L.A. Law"" and ""NYPD Blue"" already heading his resume, Murder One is quintessential Bochco, a well-acted, smartly written, meticulously presented hour that turns the law inside out while telling a good story that makes you feel like you're spying on these people through a peephole. Created by Bochco, Charles H. Eglee and Channing Gibson, it has that irresistible thing that identifies a series as a creative success: You can't wait for it to return.",Los Angeles Times,Howard Rosenberg,29-Jan-14,"One of several crime and law dramas created by Steven Bochco (Hill Street Blues, NYPD Blue, L.A. Law), Murder One boasted a then-unique concept: it would tell a single story -- that of a major murder trial -- over the course of an entire season. In the first season, Daniel Benzali portrayed the lead defense attorney, Patricia Clarkson played his wife, and Jason Gedrick the accused man he represented. Audiences at the time seemed deterred by the serialization, with low ratings leading to major cast and format changes in season two.",99,6.4,19-Sep-95,https://www.metacritic.com/tv/murder-one/season-1,https://www.metacritic.com/tv/murder-one/season-1/critic-reviews,"If its premiere epitomizes what's ahead, Steven Bochco's intense legal drama Murder One will be the best new series of the fall season. Period. Case closed. Jury dismissed with thanks...With ""Hill Street Blues,"" ""L.A. Law"" and ""NYPD Blue"" already heading his resume, Murder One is quintessential Bochco, a well-acted, smartly written, meticulously presented hour that turns the law inside out while telling a good story that makes you feel like you're spying on these people through a peephole. Created by Bochco, Charles H. Eglee and Channing Gibson, it has that irresistible thing that identifies a series as a creative success: You can't wait for it to return.",0.037037037037037035,0.037037037037037035,0.0,0.2222222222222222,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.1111111111111111
30,Murder One,1.0,3,100.0,"Stylish and well-acted, this is the rare show in which commercials hit with a jolt, awakening you from the program's potent spell.",People Weekly,David Hiltbrand,26-Jun-13,"One of several crime and law dramas created by Steven Bochco (Hill Street Blues, NYPD Blue, L.A. Law), Murder One boasted a then-unique concept: it would tell a single story -- that of a major murder trial -- over the course of an entire season. In the first season, Daniel Benzali portrayed the lead defense attorney, Patricia Clarkson played his wife, and Jason Gedrick the accused man he represented. Audiences at the time seemed deterred by the serialization, with low ratings leading to major cast and format changes in season two.",99,6.4,19-Sep-95,https://www.metacritic.com/tv/murder-one/season-1,https://www.metacritic.com/tv/murder-one/season-1/critic-reviews,"Stylish and well-acted, this is the rare show in which commercials hit with a jolt, awakening you from the program's potent spell.",0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,
31,Murder One,1.0,3,100.0,"Let's get this out of the way. Last fall's best new drama and this fall's best new drama have one thing in common: a 15-year-old girl. [18 Sept 1995, p.43]",Philadelphia Daily News,Ellen Gray,29-Jan-14,"One of several crime and law dramas created by Steven Bochco (Hill Street Blues, NYPD Blue, L.A. Law), Murder One boasted a then-unique concept: it would tell a single story -- that of a major murder trial -- over the course of an entire season. In the first season, Daniel Benzali portrayed the lead defense attorney, Patricia Clarkson played his wife, and Jason Gedrick the accused man he represented. Audiences at the time seemed deterred by the serialization, with low ratings leading to major cast and format changes in season two.",99,6.4,19-Sep-95,https://www.metacritic.com/tv/murder-one/season-1,https://www.metacritic.com/tv/murder-one/season-1/critic-reviews,"Let's get this out of the way. Last fall's best new drama and this fall's best new drama have one thing in common: a 15-year-old girl. [18 Sept 1995, p.43]",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,
32,Murder One,1.0,3,100.0,The first case in this innovative series is terrific. [18 Sep 1995],Newsday,Marvin Kitman,12-Jul-13,"One of several crime and law dramas created by Steven Bochco (Hill Street Blues, NYPD Blue, L.A. Law), Murder One boasted a then-unique concept: it would tell a single story -- that of a major murder trial -- over the course of an entire season. In the first season, Daniel Benzali portrayed the lead defense attorney, Patricia Clarkson played his wife, and Jason Gedrick the accused man he represented. Audiences at the time seemed deterred by the serialization, with low ratings leading to major cast and format changes in season two.",99,6.4,19-Sep-95,https://www.metacritic.com/tv/murder-one/season-1,https://www.metacritic.com/tv/murder-one/season-1/critic-reviews,The first case in this innovative series is terrific. [18 Sep 1995],0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.0,
